path,horizon,state,n_claims,total_loss
91,3,0,4,53749.91480600551
91,4,0,1,3616.4425579600684
91,5,0,6,126077.40105573287
91,6,0,3,12986.74479351589
91,7,1,35,651786.2193061687
91,8,0,2,75317.24146819793
92,1,0,3,6059.178587316636
92,2,0,2,7503.990017164685
92,3,0,2,6648.5621165384255
92,4,1,45,815212.6036760728
92,5,0,4,170816.89248693534
92,6,0,3,7421.390143989747
92,7,0,7,97849.41183564973
92,8,1,45,756178.5343657471
93,1,0,3,89168.90381750208
93,2,0,4,28172.744399458705
93,3,0,6,262358.0383000281
93,4,1,42,1046196.9607476428
93,5,0,2,2001.1573573104479
93,6,0,2,30411.418778280207
93,7,0,2,30912.42592315198
93,8,0,5,53151.103187440865
94,1,0,2,11058.235176153214
94,2,0,3,12896.89850260498
94,3,0,3,52447.73906099712
94,4,0,2,26939.368385161986
94,5,1,37,713580.7381365583
94,6,0,3,109498.95093341547
94,7,0,9,157461.5754130943
94,8,0,2,315796.0603609798
95,1,0,2,14754.548049304463
95,2,0,3,33527.84402542611
95,3,0,5,10319.41098349732
95,4,0,6,26660.10945319591
95,5,0,3,17858.35805940167
95,6,0,2,2359.605406609199
95,7,1,39,693217.6830853741
95,8,0,3,23004.230209511657
96,1,1,32,723166.1340185461
96,2,0,4,28202.21792232683
96,3,1,34,537032.4360391508
96,4,0,2,93439.26735563835
96,5,0,4,24290.302287293944
96,6,0,4,38165.47577572379
96,7,0,6,152017.79006918892
96,8,0,6,316234.1506943455
97,1,0,5,82392.79925776541
97,2,0,5,101982.55386274077
97,3,0,2,24388.387299976202
97,4,0,2,13974.664795571147
97,5,1,41,1002164.2244400486
97,6,0,0,0.0
97,7,0,4,30184.217430209887
97,8,0,1,24436.667065084857
98,1,0,1,194.22777606704668
98,2,0,5,25897.09150430988
98,3,0,2,25270.629737021936
98,4,0,6,23450.803908241178
98,5,0,2,6861.64640198865
98,6,0,0,0.0
98,7,0,3,9983.760541085587
98,8,0,4,109080.89949695325
99,1,0,3,25718.588880043215
99,2,0,2,27047.9651801621
99,3,0,7,77251.37897728271
99,4,0,2,10589.754388017129
99,5,0,1,628.5457165892566
99,6,0,6,27250.19522514011
99,7,0,4,44087.57455295989
99,8,0,4,20930.12515426965
100,1,0,3,110900.43504964151
100,2,0,3,53602.04914374185
100,3,0,4,56100.355773713025
100,4,1,45,742468.4217651568
100,5,0,1,3008.5940077427354
100,6,1,34,557061.8882274395
100,7,0,3,36588.940255469526
100,8,0,2,18651.29496037242
101,1,0,2,8565.289612570696
101,2,0,3,121318.59027851473
101,3,1,49,1041338.1486606974
101,4,0,2,11052.753778454819
101,5,0,8,143638.8652742739
101,6,0,2,22955.63252438801
101,7,0,4,58893.73909439594
101,8,0,3,41021.87006746283
102,1,0,2,13131.504398623703
102,2,0,2,23742.434624466594
102,3,0,4,276995.40821771295
102,4,0,4,56610.89891347068
102,5,0,1,33363.44352529682
102,6,0,3,133575.59485440684
102,7,0,4,207326.01112584575
102,8,0,4,29069.600341685193
103,1,0,4,11506.386058707189
103,2,0,3,78052.17636897015
103,3,0,4,29121.814248976076
103,4,0,5,41761.066263895795
103,5,0,3,11632.16205704198
103,6,0,1,15566.52134191562
103,7,0,1,212.73813235753457
103,8,0,1,10669.995216660538
104,1,0,2,8591.333436317602
104,2,0,3,125953.09934610451
104,3,0,6,72341.40341078598
104,4,0,5,38161.77976308974
104,5,0,6,49042.85949035205
104,6,0,2,422769.09251800895
104,7,0,6,50861.47437587479
104,8,0,4,143646.6561820764
105,1,0,4,23560.353883294036
105,2,0,5,105475.65853707978
105,3,0,1,832.3579914403164
105,4,0,2,2802.36761659634
105,5,0,2,42651.418168005526
105,6,0,4,117950.1539088745
105,7,0,4,55778.27651474651
105,8,0,2,173409.752821195
106,1,0,0,0.0
106,2,0,2,13311.593700939065
106,3,0,3,33967.34156395705
106,4,0,1,46790.30653739338
106,5,0,3,12513.446116976806
106,6,0,1,16017.528148442438
106,7,0,1,5421.549961675717
106,8,0,4,50318.65999274414
107,1,0,2,11225.636023586496
107,2,1,46,782561.522606939
107,3,0,1,9048.427745248244
107,4,0,1,2386.357469998279
107,5,0,7,50172.01318889736
107,6,0,5,111627.08765140026
107,7,1,38,672920.5449221771
107,8,0,2,14636.422077019004
108,1,0,3,10577.348008670386
108,2,0,2,32354.4311555187
108,3,0,2,38901.00460103255
108,4,0,3,25322.637579559134
108,5,0,3,23135.51958848298
108,6,0,2,7790.22439348815
108,7,0,3,36531.25745903817
108,8,0,2,76344.8250228411
109,1,0,2,29490.496540090047
109,2,0,2,45654.38747229
